1090,4382,1
1092,3627,1
1099,3825,1
1100,1181,1
1101,1646,1
1119,4630,1
1121,2001,1
1126,2524,1
1173,3792,1
1178,1762,1
1184,1449,1
1190,2449,1
1193,3277,1
1196,3662,1
1197,4179,1
1198,1665,1
1199,2200,1
1201,3879,1
1204,4478,1
1212,2233,1
1213,2003,1
1222,1357,1
1228,2019,1
1229,2174,1
1232,1790,1
1234,2115,1
1237,2604,1
1241,3213,1
1250,3680,1
1263,3035,1
1266,2179,1
1267,2095,1
1274,4071,1
1278,1280,1
1279,4450,1
1281,2672,1
1303,2142,1
1307,3542,1
1311,3517,1
1315,1354,1
1316,1645,1
1325,2037,1
1329,3177,1
1341,2078,1
1342,1787,1
1348,2504,1
1361,4147,1
1372,4350,1
1375,3790,1
1376,2252,1
1385,3305,1
1386,4766,1
1390,4320,1
1396,4786,1
1399,1792,1
1409,1979,1
1412,2116,1
1422,4524,1
1426,2102,1
1439,3801,1
1453,1909,1
1462,2201,1
1466,2311,1
1477,3709,1
1478,2004,1
1489,4392,1
1492,4790,1
1494,4919,1
1499,4635,1
1509,3112,1
1510,2589,1
1514,4894,1
1538,2575,1
1539,2522,1
1549,3971,1
1552,3532,1
1561,3352,1
1564,1763,1
1574,2744,1
1578,2468,1
1580,4904,1
1582,3895,1
1583,4609,1
1589,1679,1
1591,2315,1
1604,1644,1
1619,3535,1
1629,2153,1
1631,4628,1
1634,1833,1
1638,2644,1
1659,1735,1
1671,1734,1
1676,3203,1
1700,3645,1
1701,1968,1
1705,3842,1
1708,3393,1
1718,4257,1
1722,3653,1
1736,3204,1
1746,4441,1
1754,4591,1
1758,2963,1
1761,2840,1
1766,3749,1
1773,2325,1
1776,4421,1
1782,4819,1
1784,2992,1
1806,4085,1
1816,4624,1
1822,4637,1
1824,2288,1
1832,4631,1
1838,3144,1
1841,3732,1
1843,2045,1
1848,3901,1
1855,3697,1
1857,2747,1
1863,3209,1
1865,4174,1
1879,2097,1
1885,2127,1
1916,4033,1
1929,3948,1
1933,2041,1
1935,2615,1
1940,1960,1
1941,3318,1
1943,3271,1
1945,2328,1
1958,4983,1
1959,2728,1
1962,2942,1
1978,2651,1
1994,2842,1
2025,3932,1
2038,4960,1
2043,4226,1
2049,3889,1
2053,2272,1
2062,2073,1
2075,3579,1
2099,2961,1
2103,4522,1
2107,4993,1
2113,2351,1
2120,4629,1
2126,2267,1
2158,3871,1
2161,2391,1
2167,3506,1
2169,2350,1
2177,2742,1
2184,4482,1
2189,3806,1
2191,4263,1
2205,3472,1
2207,4086,1
2239,3495,1
2241,4181,1
2242,3266,1
2253,3764,1
2255,4151,1
2261,4447,1
2271,2960,1
2280,4074,1
2289,4865,1
2294,3797,1
2306,3265,1
2309,2920,1
2310,4203,1
2314,4484,1
2316,4611,1
2319,4531,1
2323,4452,1
2341,2896,1
2380,4748,1
2382,4189,1
2402,4306,1
2403,3537,1
2409,4310,1
2416,2704,1
2423,3785,1
2433,4797,1
2456,4393,1
2460,2752,1
2461,3612,1
2481,3991,1
2490,3528,1
2498,4449,1
2505,3598,1
2523,3618,1
2533,2833,1
2547,3702,1
2549,3215,1
2587,3367,1
2607,2665,1
2609,3113,1
2620,3443,1
2628,4062,1
2629,3831,1
2631,4769,1
2634,4791,1
2636,4549,1
2658,2700,1
2673,3315,1
2675,3134,1
2709,4309,1
2713,4279,1
2718,4968,1
2720,4002,1
2741,3541,1
2743,4588,1
2758,4391,1
2766,3465,1
2783,4673,1
2804,2863,1
2819,3580,1
2822,4120,1
2825,3171,1
2828,3614,1
2829,4783,1
2860,3060,1
2862,3636,1
2865,4275,1
2868,3218,1
2869,3839,1
2883,4621,1
2894,4028,1
2899,3629,1
2904,3478,1
2916,3652,1
2945,3967,1
2947,4304,1
2958,4811,1
2988,4349,1
3009,4100,1
3012,4004,1
3028,3052,1
3084,3513,1
3088,4012,1
3130,4386,1
3153,3245,1
3158,4366,1
3197,3844,1
3200,4130,1
3201,4297,1
3222,4500,1
3248,3276,1
3268,3480,1
3284,4974,1
3288,4533,1
3292,4095,1
3300,4936,1
3313,4643,1
3338,4308,1
3378,4230,1
3386,4365,1
3411,3461,1
3421,3651,1
3431,3564,1
3462,3931,1
3512,4767,1
3544,4200,1
3563,4494,1
3581,4924,1
3642,4973,1
3661,4949,1
3675,4720,1
3685,4448,1
3691,3810,1
3698,4301,1
3703,3766,1
3737,4177,1
3751,4287,1
3756,4019,1
3819,4683,1
3832,4822,1
3836,4133,1
3840,4684,1
3858,4072,1
3893,4422,1
3894,4653,1
3907,3961,1
3912,4285,1
3950,4017,1
4013,4788,1
4022,4682,1
4034,4267,1
4048,4565,1
4080,4616,1
4111,4617,1
4170,4394,1
4280,4778,1
4290,4590,1
4324,4412,1
4325,4395,1
4346,4397,1
4378,4466,1
4404,4438,1
4418,4813,1
4442,4979,1
4481,4545,1
4575,4847,1
4694,4930,1
4698,4965,1
4742,4869,1
4753,4991,1
5007,7362,1
5020,6946,1
5025,7966,1
5029,7579,1
5033,7733,1
5043,7519,1
5044,9703,1
5046,9857,1
5049,7624,1
5060,5517,1
5068,9785,1
5074,7128,1
5076,7244,1
5079,8159,1
5082,6671,1
5107,9864,1
5117,5350,1
5120,6768,1
5133,6689,1
5134,7427,1
5141,7717,1
5142,9930,1
5145,5812,1
5155,9580,1
5156,6940,1
5165,9113,1
5166,8152,1
5170,7338,1
5172,7637,1
5175,5587,1
5185,9241,1
5192,8532,1
5193,8249,1
5194,9229,1
5204,6712,1
5209,5607,1
5215,7688,1
5216,6662,1
5218,7907,1
5221,8605,1
5224,7068,1
5226,9936,1
5237,9179,1
5251,5626,1
5253,7266,1
5261,9598,1
5272,9765,1
5275,5529,1
5282,6488,1
5284,7649,1
5286,7323,1
5293,5950,1
5298,8298,1
5299,8690,1
5302,9393,1
5304,7947,1
5328,9741,1
5331,6287,1
5341,6032,1
5345,5374,1
5351,9746,1
5359,8009,1
5360,5868,1
5363,8348,1
5365,5680,1
5367,6828,1
5368,6698,1
5370,8753,1
5395,8386,1
5403,9038,1
5405,7268,1
5414,5568,1
5418,9862,1
5426,6310,1
5431,9257,1
5435,8109,1
5440,6212,1
5442,8062,1
5448,9800,1
5456,5527,1
5461,7943,1
5462,7508,1
5474,5480,1
5475,6803,1
5478,6700,1
5489,6461,1
5501,6567,1
5504,6450,1
5516,8365,1
5518,9029,1
5525,6626,1
5528,8477,1
5533,6034,1
5534,6222,1
5544,8364,1
5550,7937,1
5552,8634,1
5557,9315,1
5558,9443,1
5571,7180,1
5593,5594,1
5600,6891,1
5606,5777,1
5611,9821,1
5614,9076,1
5619,9495,1
5633,7250,1
5639,7349,1
5651,9977,1
5660,9608,1
5675,9913,1
5685,6326,1
5692,7870,1
5693,9518,1
5695,9155,1
5699,7262,1
5702,6108,1
5714,7687,1
5715,6427,1
5716,7170,1
5718,9097,1
5719,9595,1
5721,8741,1
5725,5898,1
5732,6375,1
5738,7361,1
5748,7215,1
5753,8327,1
5757,9420,1
5759,8973,1
5762,7027,1
5767,6722,1
5771,7979,1
5784,8082,1
5787,9770,1
5789,9307,1
5792,9115,1
5797,7488,1
5801,9057,1
5814,7621,1
5823,9367,1
5826,7696,1
5828,9397,1
5841,8703,1
5849,7278,1
5851,9278,1
5852,9801,1
5858,7286,1
5862,9362,1
5863,9053,1
5880,8575,1
5881,7695,1
5885,9117,1
5901,7736,1
5902,9660,1
5906,7059,1
5916,6063,1
5927,7397,1
5929,6654,1
5930,8834,1
5931,8179,1
5938,7473,1
5943,5993,1
5957,9022,1
5963,7729,1
5966,7775,1
5976,6076,1
5978,7341,1
5983,8390,1
5990,8061,1
6001,6181,1
6006,8242,1
6017,9328,1
6020,7543,1
6021,9798,1
6028,8012,1
6038,6944,1
6041,6258,1
6045,6785,1
6049,9266,1
6054,9343,1
6061,9239,1
6077,6129,1
6083,8381,1
6090,7777,1
6095,7604,1
6097,8723,1
6100,8176,1
6114,9599,1
6130,9400,1
6139,9319,1
6142,7722,1
6143,8850,1
6148,8282,1
6152,8899,1
6157,7453,1
6175,7764,1
6180,8705,1
6218,6842,1
6230,6353,1
6235,8841,1
6239,9045,1
6254,7521,1
6259,8639,1
6263,6530,1
6267,9793,1
6277,9734,1
6290,7866,1
6301,7191,1
6302,7020,1
6304,9191,1
6313,6742,1
6315,9612,1
6323,9238,1
6328,7821,1
6330,8192,1
6343,8448,1
6344,7799,1
6347,8568,1
6352,9217,1
6365,6593,1
6366,7295,1
6377,8681,1
6386,9449,1
6387,9001,1
6409,9757,1
6414,8215,1
6417,8836,1
6444,7012,1
6455,9167,1
6464,7887,1
6475,9760,1
6477,8544,1
6517,8329,1
6518,8906,1
6521,8361,1
6525,9690,1
6527,7283,1
6529,9554,1
6532,9166,1
6534,9764,1
6547,7249,1
6552,9377,1
6556,7238,1
6560,8538,1
6564,6683,1
6565,7882,1
6566,9910,1
6570,9426,1
6585,7495,1
6602,7001,1
6612,6862,1
6615,6839,1
6620,9460,1
6627,6759,1
6638,7614,1
6644,7805,1
6657,7167,1
6659,6851,1
6692,9541,1
6696,8974,1
6701,7698,1
6705,8491,1
6707,7849,1
6727,9283,1
6728,8771,1
6750,9448,1
6751,8147,1
6760,7619,1
6767,6909,1
6770,8259,1
6771,9357,1
6772,8531,1
6773,8293,1
6774,8950,1
6779,9540,1
6796,9916,1
6805,7893,1
6808,7140,1
6813,6930,1
6821,6872,1
6834,8567,1
6836,9758,1
6841,8627,1
6844,8774,1
6860,6916,1
6892,8679,1
6917,8952,1
6922,7403,1
6926,7868,1
6927,8992,1
6936,9082,1
6939,8948,1
6960,7886,1
6964,8507,1
6980,9836,1
6983,8926,1
6991,8385,1
6994,7029,1
6995,8998,1
7004,8923,1
7005,9602,1
7011,7426,1
7028,9051,1
7031,9313,1
7041,7388,1
7044,7983,1
7051,8285,1
7056,7896,1
7064,9300,1
7081,9464,1
7089,9572,1
7093,8868,1
7095,8518,1
7097,7350,1
7098,7954,1
7101,8566,1
7108,8222,1
7115,8824,1
7119,7325,1
7129,9389,1
7139,8363,1
7141,7510,1
7153,7746,1
7157,8554,1
7164,8233,1
7177,8026,1
7179,8003,1
7184,7911,1
7195,7327,1
7196,8047,1
7200,8572,1
7209,8436,1
7211,7999,1
7234,8981,1
7235,7320,1
7245,8267,1
7281,8960,1
7282,8042,1
7289,8338,1
7318,7665,1
7328,8050,1
7333,7718,1
7334,8256,1
7336,9851,1
7340,9991,1
7352,9605,1
7356,8247,1
7359,8127,1
7367,7815,1
7389,8015,1
7391,7770,1
7394,9778,1
7425,9269,1
7433,7580,1
7435,7867,1
7440,9858,1
7452,7682,1
7457,9264,1
7459,9379,1
7467,7802,1
7478,9957,1
7492,9411,1
7493,8010,1
7498,9919,1
7501,8456,1
7515,7707,1
7529,9042,1
7536,7743,1
7537,7563,1
7546,8356,1
7547,8805,1
7548,9409,1
7550,9077,1
7570,9652,1
7573,8577,1
7574,7984,1
7575,8563,1
7590,7926,1
7596,8716,1
7597,8628,1
7605,8137,1
7606,9728,1
7610,9079,1
7622,8742,1
7623,9706,1
7627,7705,1
7634,7993,1
7635,9722,1
7644,8828,1
7666,9201,1
7671,9104,1
7674,8980,1
7683,8995,1
7737,9638,1
7740,8150,1
7742,9423,1
7791,9199,1
7796,9375,1
7803,8112,1
7812,7871,1
7838,8086,1
7857,8869,1
7865,9950,1
7883,9374,1
7895,9672,1
7916,9714,1
7930,7944,1
7939,9492,1
7949,8384,1
7953,9592,1
7991,8760,1
8002,8492,1
8006,8462,1
8022,9904,1
8024,8174,1
8030,8689,1
8048,8136,1
8057,8764,1
8058,8541,1
8093,8874,1
8121,9521,1
8141,8797,1
8166,9999,1
8170,8576,1
8203,8833,1
8212,8539,1
8214,8823,1
8226,9899,1
8232,9347,1
8238,9303,1
8240,9488,1
8287,8800,1
8322,8761,1
8325,9654,1
8379,9870,1
8382,9920,1
8405,9354,1
8406,8450,1
8409,9452,1
8412,8733,1
8415,9823,1
8430,9893,1
8540,8749,1
8555,8728,1
8574,9453,1
8579,9507,1
8590,9699,1
8595,8660,1
8606,9299,1
8616,8713,1
8640,8671,1
8646,9623,1
8649,9404,1
8652,9603,1
8654,8682,1
8657,8707,1
8665,8767,1
8674,9803,1
8680,9011,1
8691,9208,1
8695,8902,1
8697,9586,1
8706,9912,1
8732,9144,1
8734,9158,1
8739,9216,1
8744,9815,1
8752,9630,1
8754,9514,1
8768,9962,1
8781,9126,1
8786,9470,1
8792,9237,1
8804,8986,1
8821,9228,1
8829,9066,1
8854,9648,1
8884,9178,1
8934,9555,1
9010,9428,1
9025,9948,1
9064,9666,1
9070,9570,1
9111,9382,1
9121,9442,1
9127,9288,1
9256,9332,1
9268,9279,1
9286,9670,1
9308,9720,1
9401,9747,1
9407,9887,1
9429,9848,1
9579,9895,1
9606,9616,1
9776,9967,1
9783,9796,1
9842,9854,1
9872,9961,1

